District_Name,Soil_color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop,Fertilizer,Link,Label
Kolhapur,Black,20.0,25.0,25.0,6.5,600.0,25.0,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,25.0,25.0,25.0,6.5,600.0,25.0,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,30.0,25.0,25.0,6.5,600.0,25.0,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,35.0,25.0,25.0,6.5,600.0,25.0,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,40.0,25.0,25.0,6.5,600.0,25.0,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,20.0,30.0,30.0,7.0,700.0,30.0,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,25.0,30.0,30.0,7.0,700.0,30.0,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,30.0,30.0,30.0,7.0,700.0,30.0,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,50.145944733431946,39.4679408827017,30.0,10.212788269190517,700.0,30.0,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,40.0,26.391676975333567,30.0,7.0,744.4577556094235,30.0,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,20.0,35.0,35.0,7.5,800.0,25.0,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,25.0,35.0,35.0,7.5,907.4225620655278,25.0,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,30.0,20.91737823988239,54.579496610190674,7.5,800.0,38.59024969769496,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,0
Kolhapur,Black,35.0,35.0,35.0,7.5,800.0,25.0,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,40.0,35.0,35.0,7.5,800.0,25.0,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,20.0,25.0,40.0,6.5,600.0,30.0,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,25.0,25.0,40.0,6.5,600.0,30.0,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,30.0,25.0,40.0,6.5,600.0,30.0,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,35.0,28.808359753412187,40.0,7.397083804252467,600.0,30.0,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,40.0,25.0,40.0,6.5,600.0,30.0,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,12.684893926086009,16.02353326629673,39.05364832210039,2.958818702644077,1060.6310431088198,25.0,Jowar,Urea,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,25.0,30.0,25.0,7.0,700.0,25.0,Jowar,Urea,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,30.0,30.0,25.0,7.0,700.0,25.0,Jowar,Urea,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,35.0,30.0,25.0,7.0,700.0,25.0,Jowar,Urea,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,40.0,30.0,25.0,7.0,700.0,25.0,Jowar,Urea,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,20.0,35.0,30.0,7.5,800.0,30.0,Jowar,Urea,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,25.0,35.0,30.0,7.5,800.0,30.0,Jowar,Urea,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,30.0,35.0,30.0,7.5,800.0,30.0,Jowar,Urea,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,35.0,35.0,30.0,7.5,800.0,30.0,Jowar,Urea,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,40.0,35.0,30.0,7.5,800.0,30.0,Jowar,Urea,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,20.0,25.0,35.0,6.5,600.0,25.0,Jowar,Urea,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,25.0,25.0,35.0,6.5,600.0,25.0,Jowar,Urea,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,30.0,25.0,35.0,6.5,600.0,25.0,Jowar,Urea,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,35.0,25.0,35.0,6.5,600.0,25.0,Jowar,Urea,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,40.0,25.0,35.0,6.5,600.0,25.0,Jowar,Urea,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,20.0,30.0,40.0,7.0,700.0,30.0,Jowar,Urea,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,25.0,30.0,40.0,7.0,700.0,30.0,Jowar,Urea,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,30.0,30.0,40.0,7.0,700.0,30.0,Jowar,Urea,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,35.0,30.0,40.0,7.0,700.0,30.0,Jowar,Urea,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,40.0,30.0,40.0,7.0,700.0,30.0,Jowar,Urea,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,20.0,35.0,25.0,7.5,800.0,25.0,Jowar,SSP,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,25.0,35.0,25.0,7.5,800.0,25.0,Jowar,SSP,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,30.0,35.0,25.0,7.5,844.8927929209646,25.0,Jowar,SSP,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,35.0,35.0,25.0,7.5,800.0,25.0,Jowar,SSP,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,61.99310402143257,46.57066787411069,11.923079451090809,10.543899266340372,444.493723877212,36.29778755158859,Jowar,SSP,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,20.0,29.91843131952232,30.0,6.5,600.0,30.0,Jowar,SSP,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,25.0,20.551097517063088,25.992096126071893,6.5,600.0,30.0,Jowar,SSP,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,30.0,25.0,30.0,6.5,600.0,30.0,Jowar,SSP,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,63.3018945175318,1.2060292864784357,3.61107033249135,12.475913919019838,79.70560997965963,5.45808863820556,Jowar,SSP,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,40.0,25.0,30.0,6.5,600.0,30.0,Jowar,SSP,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,20.0,30.0,35.0,7.0,700.0,25.0,Jowar,SSP,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,25.0,30.0,35.0,7.0,700.0,25.0,Jowar,SSP,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,30.0,47.416458096721,19.20614338645055,4.759072230794661,1117.1622842652348,25.0,Jowar,SSP,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,35.0,30.0,35.0,7.0,700.0,25.0,Jowar,SSP,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,40.0,30.0,35.0,7.0,700.0,25.0,Jowar,SSP,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,20.0,35.0,40.0,7.5,800.0,30.0,Jowar,SSP,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,11.0241764986725,35.0,40.0,7.5,326.6037050537218,30.0,Jowar,SSP,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,30.0,35.0,40.0,7.5,800.0,30.0,Jowar,SSP,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,35.0,35.0,40.0,7.5,800.0,30.0,Jowar,SSP,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,47.914641991185306,35.0,40.0,7.972049408695984,854.0449779226133,33.22872082391617,Jowar,SSP,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,79.28277077046926,3.799924716391254,0.1657386614252143,0.8981843523883186,89.71991947041265,46.22394759514712,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,45.0,20.0,20.0,6.0,600.0,25.0,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,94.97575144154136,37.162975463562695,38.292111840926886,11.954749850007104,1116.4043934686415,47.62601100115399,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,40.0,25.0,25.0,6.5,700.0,30.0,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,45.0,25.0,25.0,6.5,700.0,30.0,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,50.0,25.0,25.0,6.5,700.0,30.0,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,40.0,20.0,25.0,7.0,800.0,25.0,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,45.0,20.0,25.0,7.0,800.0,25.0,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,50.0,20.0,25.0,7.0,800.0,25.0,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,40.0,25.0,20.0,7.5,600.0,30.0,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,45.0,25.0,20.0,7.5,600.0,30.0,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Black,50.0,25.0,20.0,7.5,600.0,30.0,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,1
Kolhapur,Red ,52.15671355627496,18.919698720687595,67.05042611733553,3.041750521957689,1111.02487224117,38.216730922316266,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,1
Kolhapur,Red ,105.0,40.0,50.0,6.0,800.0,25.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,110.0,40.0,50.0,6.0,800.0,25.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,115.0,40.0,50.0,6.0,800.0,25.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,120.0,24.86719840125605,67.61273309979391,2.5972400331975027,800.0,25.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,1
Kolhapur,Red ,125.0,40.0,50.0,6.0,800.0,25.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,130.0,40.0,50.0,6.0,800.0,25.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,16.29838335687818,5.760501362464745,3.112324840408487,11.149467982293933,1441.2454352430348,0.503748465092177,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,1
Kolhapur,Red ,151.6896159927541,40.0,50.0,6.0,800.0,25.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,1
Kolhapur,Red ,145.0,40.0,50.0,6.0,800.0,25.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,150.0,40.0,50.0,6.0,800.0,25.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,100.0,45.0,55.0,6.5,900.0,30.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,105.0,45.0,55.0,6.5,900.0,30.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,215.77524516373668,0.0270854746870402,99.45649234824285,12.623272802811144,79.1366446764068,3.274375653837449,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,1
Kolhapur,Red ,115.0,45.0,55.0,6.5,900.0,30.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,120.0,45.0,55.0,6.5,900.0,30.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,125.0,45.0,55.0,6.5,900.0,32.924675040344006,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,130.0,45.0,55.0,6.5,900.0,30.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,135.0,45.0,55.0,6.5,900.0,30.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,140.0,45.0,55.0,6.5,900.0,30.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,145.0,45.0,55.0,6.5,900.0,30.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,150.0,45.0,55.0,6.5,900.0,30.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,100.0,50.0,60.0,7.0,1000.0,35.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,105.0,50.0,60.0,7.0,1000.0,35.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,110.0,50.0,60.0,7.0,1000.0,16.349042527807924,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,115.0,50.0,60.0,7.0,1000.0,35.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,120.0,50.0,60.0,7.0,1000.0,35.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,125.0,50.0,60.0,7.0,1000.0,35.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,130.0,50.0,60.0,7.0,1000.0,35.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,135.0,50.0,60.0,7.0,1000.0,35.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,140.0,50.0,60.0,7.0,1000.0,35.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,145.0,50.0,71.83627220446044,7.0,1000.0,35.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,150.0,50.0,60.0,7.0,1000.0,35.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,100.0,44.28749144242743,58.15891407014528,7.5,800.0,25.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,105.0,55.0,65.0,7.5,1070.775187352906,13.232172625032504,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,0.0622544686340642,109.45653362524236,0.7587686406923577,1.1698352549712543,67.0325613945736,49.263330765508606,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,1
Kolhapur,Red ,129.37755443458587,55.0,65.0,7.5,800.0,25.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,120.0,55.0,65.0,7.5,800.0,25.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,125.0,55.0,65.0,7.5,800.0,25.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,130.0,55.0,65.0,7.5,800.0,25.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,135.0,55.0,65.0,7.5,800.0,25.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,140.0,55.0,65.0,7.5,800.0,25.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,145.0,55.0,65.0,7.5,800.0,25.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,150.0,55.0,65.0,7.5,800.0,25.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,100.0,60.0,70.0,6.0,900.0,34.2477842858836,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,105.0,60.0,70.0,6.0,900.0,30.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
Kolhapur,Red ,110.0,60.0,70.0,6.0,900.0,30.0,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,0
